,p_class,sex,age,sib_sp,parch,fare,rank,followers,title_Dr,title_Master,title_Miss,title_Mr,title_Mrs,family_0,family_1,family_2,family_3,family_4,family_5,family_6,family_7,cabin_A,cabin_B,cabin_C,cabin_D,cabin_E,cabin_F,cabin_G,cabin_N,cabin_T,embarked_Q,embarked_S,passenger_id,predictions
0,0.0843633612196212,0.0,0.9701786540256446,0.0,0.0,0.2201658758868862,0.0281211204065404,0.0,0.0,0.0,0.0,0.0281211204065404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281211204065404,0.0,0.0281211204065404,0.0,892,0
1,0.0629109182985032,0.020970306099501,0.9856043866765508,0.020970306099501,0.0,0.1467921426965075,0.020970306099501,0.020970306099501,0.0,0.0,0.0,0.0,0.020970306099501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020970306099501,0.0,0.0,0.020970306099501,893,0
2,0.0318390307801308,0.0,0.9870099541840562,0.0,0.0,0.1542203053412587,0.0159195153900654,0.0,0.0,0.0,0.0,0.0159195153900654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159195153900654,0.0,0.0159195153900654,0.0,894,0
3,0.1049542153054776,0.0,0.9445879377492992,0.0,0.0,0.3030552966945667,0.0349847384351592,0.0,0.0,0.0,0.0,0.0349847384351592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349847384351592,0.0,0.0,0.0349847384351592,895,1
4,0.11695371769755,0.03898457256585,0.8576605964487001,0.03898457256585,0.03898457256585,0.4790229354028819,0.03898457256585,0.0779691451317,0.0,0.0,0.0,0.0,0.03898457256585,0.0,0.0,0.03898457256585,0.0,0.0,0.0,0.03898457256585,0.03898457256585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03898457256585,0.0,0.0,0.03898457256585,896,0
5,0.1749336190602055,0.0,0.8163568889476259,0.0,0.0,0.537920878610132,0.0583112063534018,0.0,0.0,0.0,0.0,0.0583112063534018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0583112063534018,0.0,0.0,0.0583112063534018,897,0
6,0.0962149144903993,0.0320716381634664,0.9621491449039934,0.0,0.0,0.2446809418767182,0.0320716381634664,0.0,0.0,0.0,0.0320716381634664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320716381634664,0.0,0.0320716381634664,0.0,898,1
7,0.0510642921188165,0.0,0.6638357975446149,0.0255321460594082,0.0255321460594082,0.7404322357228397,0.0255321460594082,0.0510642921188165,0.0,0.0,0.0,0.0255321460594082,0.0,0.0,0.0,0.0,0.0,0.0255321460594082,0.0255321460594082,0.0255321460594082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255321460594082,0.0,0.0,0.0255321460594082,899,0
8,0.1520549708028142,0.0506849902676047,0.9123298248168852,0.0,0.0,0.3664119316425682,0.0506849902676047,0.0,0.0,0.0,0.0,0.0,0.0506849902676047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506849902676047,0.0,0.0,0.0,900,1
9,0.092704704177376,0.0,0.6489329292416326,0.0618031361182507,0.0,0.7462728686278773,0.0309015680591253,0.0618031361182507,0.0,0.0,0.0,0.0309015680591253,0.0,0.0,0.0,0.0,0.0,0.0,0.0309015680591253,0.0309015680591253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309015680591253,0.0,0.0,0.0309015680591253,901,0
10,0.0868595705223674,0.0,0.967905147520914,0.0,0.0,0.2286085989768362,0.0289531901741224,0.0,0.0,0.0,0.0,0.0289531901741224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289531901741224,0.0,0.0,0.0289531901741224,902,0
11,0.0189083558415121,0.0,0.8697843687095577,0.0,0.0,0.4916172518793152,0.0189083558415121,0.0,0.0,0.0,0.0,0.0189083558415121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189083558415121,0.0,0.0,0.0189083558415121,903,0
12,0.0117002607363959,0.0117002607363959,0.2691059969371062,0.0117002607363959,0.0,0.9625418399228622,0.0117002607363959,0.0117002607363959,0.0,0.0,0.0,0.0,0.0117002607363959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117002607363959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117002607363959,904,1
13,0.0293136672024329,0.0,0.9233805168766388,0.0146568336012164,0.0,0.3810776736316287,0.0146568336012164,0.0146568336012164,0.0,0.0,0.0,0.0146568336012164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146568336012164,0.0,0.0,0.0146568336012164,905,0
14,0.0129538671170181,0.0129538671170181,0.6088317544998519,0.0129538671170181,0.0,0.7924528208835838,0.0129538671170181,0.0129538671170181,0.0,0.0,0.0,0.0,0.0129538671170181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129538671170181,0.0,0.0,0.0,0.0,0.0,0.0129538671170181,906,1
15,0.0543437581491998,0.0271718790745999,0.6521250977903984,0.0271718790745999,0.0,0.7532262254511699,0.0271718790745999,0.0271718790745999,0.0,0.0,0.0,0.0,0.0271718790745999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271718790745999,0.0,0.0,0.0,907,1
16,0.0537307873062691,0.0,0.94028877785971,0.0,0.0,0.3317876116162119,0.0268653936531345,0.0,0.0,0.0,0.0,0.0268653936531345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268653936531345,0.0,0.0268653936531345,0.0,908,0
17,0.1334717378386956,0.0,0.9343021648708698,0.0,0.0,0.3214444352948587,0.0444905792795652,0.0,0.0,0.0,0.0,0.0444905792795652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444905792795652,0.0,0.0,0.0,909,0
18,0.1055523284718504,0.0351841094906168,0.9499709562466538,0.0351841094906168,0.0,0.2788340677131382,0.0351841094906168,0.0351841094906168,0.0,0.0,0.0351841094906168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351841094906168,0.0,0.0,0.0351841094906168,910,0
19,0.0656186465049901,0.02187288216833,0.9842796975748528,0.0,0.0,0.1580315736661847,0.02187288216833,0.0,0.0,0.0,0.0,0.0,0.02187288216833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02187288216833,0.0,0.0,0.0,911,0
20,0.0123434592329914,0.0,0.6788902578145317,0.0123434592329914,0.0,0.7332014784396943,0.0123434592329914,0.0123434592329914,0.0,0.0,0.0,0.0123434592329914,0.0,0.0,0.0,0.0123434592329914,0.0123434592329914,0.0123434592329914,0.0,0.0,0.0123434592329914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123434592329914,0.0,0.0,0.0,912,0
21,0.2899478285976637,0.0,0.8698434857929912,0.0,0.0966492761992212,0.3064555249724907,0.0966492761992212,0.0966492761992212,0.0,0.0966492761992212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0966492761992212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0966492761992212,0.0,0.0,0.0966492761992212,913,1
22,0.0207342637839992,0.0207342637839992,0.7522390900834935,0.0,0.0,0.656929899747584,0.0207342637839992,0.0,0.0,0.0,0.0,0.0,0.0207342637839992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207342637839992,0.0,0.0,0.0207342637839992,914,1
23,0.0153966345661394,0.0,0.3233293258889277,0.0,0.0153966345661394,0.9450331123619844,0.0153966345661394,0.0153966345661394,0.0,0.0,0.0,0.0153966345661394,0.0,0.0,0.0153966345661394,0.0,0.0153966345661394,0.0153966345661394,0.0,0.0,0.0153966345661394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153966345661394,0.0,0.0,0.0,915,1
24,0.0037482207038051,0.0037482207038051,0.1799145937826453,0.0037482207038051,0.0112446621114153,0.9834394071608658,0.0037482207038051,0.0149928828152204,0.0,0.0,0.0,0.0,0.0037482207038051,0.0,0.0,0.0037482207038051,0.0037482207038051,0.0,0.0,0.0,0.0037482207038051,0.0,0.0037482207038051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,1
25,0.0574458658236532,0.0,0.9574310970608868,0.0191486219412177,0.0,0.2776550181476572,0.0191486219412177,0.0191486219412177,0.0,0.0,0.0,0.0191486219412177,0.0,0.0,0.0,0.0,0.0191486219412177,0.0191486219412177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191486219412177,0.0,0.0,0.0191486219412177,917,0
26,0.015185680871326,0.015185680871326,0.3340849791691739,0.0,0.015185680871326,0.941196351860094,0.015185680871326,0.015185680871326,0.0,0.0,0.015185680871326,0.0,0.0,0.015185680871326,0.0,0.015185680871326,0.0,0.0,0.0,0.015185680871326,0.015185680871326,0.0,0.015185680871326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918,1
27,0.1256065319076775,0.0,0.9420489893075816,0.0,0.0,0.3025023976776568,0.0418688439692258,0.0,0.0,0.0,0.0,0.0418688439692258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418688439692258,0.0,0.0,0.0,919,0
28,0.019550613012972,0.0,0.8015751335318528,0.0,0.0,0.5962936968956466,0.019550613012972,0.0,0.0,0.0,0.0,0.019550613012972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019550613012972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019550613012972,920,1
29,0.0747538898672704,0.0,0.8330075127542833,0.0498359265781802,0.0,0.540201509736843,0.0249179632890901,0.0498359265781802,0.0,0.0,0.0,0.0249179632890901,0.0,0.0249179632890901,0.0,0.0,0.0249179632890901,0.0,0.0,0.0,0.0249179632890901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249179632890901,0.0,0.0,0.0,921,0
30,0.0353996162702394,0.0,0.8849904067559858,0.0176998081351197,0.0,0.4601950115131126,0.0176998081351197,0.0176998081351197,0.0,0.0,0.0,0.0176998081351197,0.0,0.0,0.0176998081351197,0.0176998081351197,0.0176998081351197,0.0176998081351197,0.0176998081351197,0.0,0.0176998081351197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176998081351197,0.0,0.0,0.0176998081351197,922,0
31,0.0502479256474959,0.0,0.6029751077699514,0.0502479256474959,0.0,0.7914048289480613,0.0251239628237479,0.0502479256474959,0.0,0.0,0.0,0.0251239628237479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251239628237479,0.0,0.0,0.0251239628237479,923,0
